window,dca_moic,dca_mdd,dca_avg_cost,base_moic,base_mdd,base_btc_ratio,base_avg_cost,wait_moic,wait_mdd,wait_btc_ratio,wait_avg_cost
全期間 18/01-26/05,4.718503861278017,-0.7538288801609292,15613.930213049594,4.178490451192475,-0.7424773238345058,0.8772582387460056,19710.265611349685,3.9687077020632464,-0.7406224810155495,0.8300866172945812,20646.546856363933
19/01-20/12 回升牛,3.9380707471891347,-0.5844686649165715,7344.619194727453,2.8665796011431413,-0.5222056937387652,0.6526789100601386,9583.687199054031,2.6109563903404474,-0.4820613598251038,0.5866540799957117,10489.478199683752
21/01-22/12 頂部進場,0.5033599183500649,-0.5732533245640786,32863.95955844756,0.5948493060961404,-0.5040908425801295,0.8326403149673713,37857.429883553224,0.5972314702894428,-0.4670968535844622,0.9223963910492854,35539.78017452984
22/01-22/12 純熊市,0.6228733767146232,-0.4423628858980967,26558.20688187657,0.7734107893346392,-0.3492334867001835,0.7153250267861189,29253.215743404613,0.8085963880437327,-0.2681437640689398,0.8746976193335516,25578.618404397956
23/01-24/12 復甦牛,2.5263569547961247,-0.267294274182279,37039.896449451466,2.012878450041448,-0.2275942829656622,0.7153052108321484,47102.47076693229,1.9595754789125555,-0.20598278934333325,0.6874601679290656,43881.15894242543
24/06-26/05 近兩年,0.892733240988346,-0.39251333483418194,82526.76904742002,0.9580388215651425,-0.24425718055856738,0.8896540420306892,87655.4427589276,0.9571278300156786,-0.2222650018970438,0.8349317489507211,87556.56115789885
