k,avg_n,final,invested,moic,irr_ann,max_dd
0.5,17.633663366336634,13634834.77280174,101000.0,134.99836408714594,1.240083605160911,-0.2856957529844887
1.0,8.930693069306932,25451725.459094755,101000.0,251.9972817732154,1.4404332045352688,-0.2934356079893342
2.0,4.485148514851486,56266896.96161879,101000.0,557.097989718998,1.716508503272122,-0.26342264366940626
3.0,3.0297029702970297,126064346.22379453,101000.0,1248.161843799946,2.0246139927341997,-0.2487104456795337
6.0,2.0396039603960396,1004575076.2649443,101000.0,9946.28788381133,2.9673584154001578,-0.206420176595434
