month,low,high,range_ratio,vol_ann,n_grids,fills,grid_profit,fees,avg_exposure,start_value,end_value,grid_ret,btc_ret
2018-01,9035.0,17176.24,1.9010780298837855,1.3555747877664448,3,6,1620.4213301254758,27.158896606464765,0.40989827397623346,10000.0,10478.404376524964,0.04784043765249635,-0.25011938916493204
2018-02,6000.01,11786.01,1.9643317261137898,1.342250257268376,4,9,1901.8577105475802,28.20523391641233,0.33198386880244857,10478.404376524964,12472.520123179129,0.1903071951605182,0.004050519683814535
2018-03,6600.1,11710.0,1.7742155421887547,0.8935984014219417,4,6,473.37759802626897,29.864099363049817,0.41016986841232184,12472.520123179129,11141.04572907205,-0.1067526354704087,-0.3294449545016096
2018-04,6430.0,9759.82,1.5178569206842922,0.8671107440542821,3,6,2891.1587097725483,25.18729641860618,0.4952942238757376,11141.04572907205,14032.204438844597,0.2595051470104104,0.33574255995377067
2018-05,7032.95,10020.0,1.4247222004990794,0.5682453972850746,4,7,633.8624977539803,34.59674179644665,0.45850382155214037,14032.204438844597,13531.378651931866,-0.03569116948769091,-0.19046053378700645
2018-06,5750.0,7786.69,1.3542069565217392,0.7310689650872709,3,4,469.74043141783386,27.133757629861385,0.46847661429364945,13531.378651931866,13588.776598951586,0.004241840280740927,-0.14628437370157166
2018-07,6070.0,8491.77,1.3989736408566722,0.628851130211227,4,9,2554.0488915281867,36.505206516466195,0.5737229976951538,13588.776598951586,16102.522382271036,0.18498690923459526,0.20964375348141484
2018-08,5880.0,7750.0,1.3180272108843538,0.5437547497979741,3,5,1011.4834017658568,33.17946322763262,0.5082848376364592,16102.522382271036,17059.863904516213,0.05945289188352354,-0.093651875015351
2018-09,6111.0,7410.0,1.212567501227295,0.4831666789277465,3,4,365.21620714565597,34.31207043456848,0.6010652005249704,17059.863904516213,17234.954323522215,0.01026329518136726,-0.054860715910663105
2018-10,6205.0,7680.0,1.2377115229653506,0.34145015998345496,4,11,1544.956561958852,60.89063095400992,0.6973668881365543,17234.954323522215,17772.515684316517,0.031190181923524962,-0.03842711991271497
2018-11,3652.66,6615.15,1.8110500292937202,0.9134393998829504,4,5,700.8893583696045,33.95001862996767,0.3110275765607304,17772.515684316517,16161.325442705504,-0.09065628469428333,-0.3655220487572062
2018-12,3156.26,4312.99,1.3664875517226083,0.8501305043357961,2,3,1346.4955067658775,33.699670320683225,0.4525696208692571,16161.325442705504,17520.806533099738,0.08411940562757758,-0.08372862986140495
2019-01,3349.92,4069.8,1.2148946840521564,0.5078057382912118,3,5,568.7390960325965,46.615945169742545,0.5556088186880763,17520.806533099738,17391.34607811737,-0.007388955225194338,-0.07217330455010906
2019-02,3373.1,4198.0,1.2445524888085144,0.5491952554164373,3,7,2479.4330364015614,48.73828450357395,0.5384840316895635,17391.34607811737,19727.15788364559,0.13430885654487934,0.110535511487726
2019-03,3670.69,4140.0,1.12785334637357,0.23920249765541296,3,6,1069.9854056546492,40.545119134196376,0.484228942177796,19727.15788364559,20797.14328930024,0.054239207288025115,0.07594920115566306
2019-04,4067.0,5600.0,1.3769363166953528,0.6669668831269318,3,6,4832.8270328964645,46.45276923744508,0.2932871736520216,20797.14328930024,25629.970322196707,0.23237936891952238,0.29698667134680856
2019-05,5316.2,9074.26,1.7069071893457735,0.8298208334823793,4,10,11369.022502861422,75.48739824369413,0.5184176490357141,25629.970322196707,36998.99282505813,0.4435831317766037,0.607496514428949
2019-06,7444.58,13970.0,1.876532994473832,1.0238367556542136,4,9,12763.388504727707,104.46388616239128,0.6939487824781189,36998.99282505813,48907.181779673025,0.32185170582670275,0.26874342489772074
2019-07,9060.0,13147.08,1.451112582781457,1.0137807939683952,3,6,4234.627098720193,133.21684067243947,0.5211876127289929,48907.181779673025,51636.86377468487,0.05581352054405975,-0.07126984273223935
2019-08,9320.0,12330.7,1.3230364806866954,0.6569328445006712,3,7,5728.096840085174,174.73278858090416,0.5335793143599884,51636.86377468487,54158.101757683035,0.04882631900340573,-0.048912110771953565
2019-09,7710.0,10905.87,1.4145097276264593,0.6101554181928954,4,6,1829.0351176192653,134.39786066335338,0.31497906958807065,54158.101757683035,53094.00779336258,-0.019647918405291898,-0.13551311225458185
2019-10,7300.0,10370.0,1.4205479452054794,0.763669064252044,3,7,8710.695132876583,150.1778577483161,0.609507147699875,53094.00779336258,61608.45891202128,0.16036557556167597,0.10263969592169819
2019-11,6515.0,9513.68,1.4602732156561782,0.5242160152833474,5,7,1885.4488985606877,122.29037468662766,0.320219104746828,61608.45891202128,60621.233858831765,-0.016024180293152557,-0.17492555405071297
2019-12,6435.0,7750.0,1.2043512043512044,0.48766393065248204,3,7,3747.2774596082854,165.20146482920214,0.3392301233638708,60621.233858831765,64081.70191146514,0.05708343153641082,-0.045805191343428975
2020-01,6871.04,9578.0,1.3939665611028316,0.5735491989203066,4,8,12187.649440457295,140.42739896043656,0.4282162348567027,64081.70191146514,76269.35135192244,0.19018922838996488,0.2998718597294878
2020-02,8445.0,10500.0,1.2433392539964476,0.5237850713625825,3,5,3064.6258960018276,201.8514808054374,0.34880677112082353,76269.35135192244,74635.73620656377,-0.021419025026459537,-0.08855065009500918
2020-03,3782.13,9188.0,2.429318928751788,2.100311705959343,3,5,16997.471002139377,164.7677485722607,0.24113475602374893,74635.73620656377,90041.88035333122,0.20641779568073138,-0.24791960214040776
2020-04,6150.11,9460.0,1.5381838698820023,0.7214849154804335,4,9,24606.05355555711,250.13518394211775,0.6810456490967183,90041.88035333122,114934.78057862048,0.2764591335454971,0.3443249835468345
2020-05,8117.0,10067.0,1.2402365405938154,0.7005712224122036,2,5,15916.383291364291,363.3898711710899,0.454017726676272,114934.78057862048,133329.32231354568,0.16004330144731527,0.09608700696055683
2020-06,8833.0,10380.0,1.1751386844786595,0.4255587432188959,2,4,6427.652718769488,405.6214685848563,0.5148524121870447,133329.32231354568,138757.19647265042,0.040710280866351534,-0.03278060427993712
2020-07,8893.03,11444.0,1.2868504885286567,0.43100119248619784,4,8,20398.195501435337,298.071903153417,0.8065471212564906,138757.19647265042,159155.39197408577,0.14700639692915618,0.2404640799817903
2020-08,10518.5,12468.0,1.1853401150354137,0.4394475225139531,3,11,17109.42589032554,653.3690264622127,0.4214196908251477,159155.39197408577,175567.79229744148,0.10312186172132987,0.02770509533799248
2020-09,9825.0,12050.85,1.2265496183206108,0.5757453632766121,2,3,9242.162427941323,359.54432542161425,0.6045832216316087,175567.79229744148,183792.55659104863,0.04684665784071029,-0.0749319070072475
