k,months,avg_n_grids,total_return,cagr,monthly_mean,monthly_std,sharpe_ann,win_rate,max_dd,total_fees,avg_exposure
0.5,101,19.168316831683168,608.8630035093616,1.1424894285902716,0.06982773137160427,0.09812665679234148,2.4650830358734743,0.7425742574257426,-0.2982642170980123,1182611.7225086065,0.4612129521758672
1.0,101,9.643564356435643,1225.365919622063,1.3279023630024915,0.07734745468805972,0.09971456066371462,2.6870643658083435,0.7920792079207921,-0.2919296483411381,1278503.4917522084,0.46321629061224057
2.0,101,4.9405940594059405,3188.293982158187,1.6078375896212043,0.08775026441664895,0.102578201713165,2.9633570058526972,0.8118811881188119,-0.28322291548217204,1922642.7209952956,0.4694704158695048
3.0,101,3.3069306930693068,6881.690480102405,1.8574015499651093,0.0965034524042625,0.1080941780600413,3.0926528268181865,0.8118811881188119,-0.3035581171482813,2972061.9050630657,0.46976454113293
