month,low,high,range_ratio,vol_ann,n_grids,fills,grid_profit,fees,avg_exposure,start_value,end_value,grid_ret,btc_ret
2018-01,9035.0,17176.24,1.9010780298837855,1.3555747877664448,18,223,2349.584307089311,133.01009695510425,0.3805876584197864,10000.0,10720.975747037708,0.07209757470377087,-0.25011938916493204
2018-02,6000.01,11786.01,1.9643317261137898,1.342250257268376,20,145,1347.4239825856903,80.62046405212324,0.30406286030824753,10720.975747037708,11965.26641729385,0.11606132684330994,0.004050519683814535
2018-03,6600.1,11710.0,1.7742155421887547,0.8935984014219417,25,203,1055.9292757937856,106.91984760005398,0.42241633063916956,11965.26641729385,10666.26876161722,-0.10856403947672566,-0.3294449545016096
2018-04,6430.0,9759.82,1.5178569206842922,0.8671107440542821,19,114,2249.8115033965446,67.3793940888119,0.49592481250146825,10666.26876161722,12890.46594268635,0.2085262645052548,0.33574255995377067
2018-05,7032.95,10020.0,1.4247222004990794,0.5682453972850746,24,148,541.7352953541542,89.46088553035335,0.4694252091731944,12890.46594268635,12073.745619504356,-0.06335847957810836,-0.19046053378700645
2018-06,5750.0,7786.69,1.3542069565217392,0.7310689650872709,16,85,478.5245216005595,72.30008360423662,0.44770059287636377,12073.745619504356,11895.276659969066,-0.014781573602725695,-0.14628437370157166
2018-07,6070.0,8491.77,1.3989736408566722,0.628851130211227,21,112,1928.2251845423116,68.67184208175836,0.5402001105469422,11895.276659969066,13691.740968530801,0.15102333135364066,0.20964375348141484
2018-08,5880.0,7750.0,1.3180272108843538,0.5437547497979741,20,173,674.7896886481058,123.74451494375465,0.5142368959806118,13691.740968530801,14148.455514922798,0.03335693740056245,-0.093651875015351
2018-09,6111.0,7410.0,1.212567501227295,0.4831666789277465,15,117,645.4731151025996,119.14671191072051,0.5810137081479657,14148.455514922798,14388.417901543753,0.01696032378713408,-0.054860715910663105
2018-10,6205.0,7680.0,1.2377115229653506,0.34145015998345496,24,133,961.7324808702172,92.25537986000087,0.7134047248137132,14388.417901543753,14272.023687546274,-0.008089437962806922,-0.03842711991271497
2018-11,3652.66,6615.15,1.8110500292937202,0.9134393998829504,25,131,698.840470917321,85.11673235994935,0.31572518055416965,14272.023687546274,12573.122246864634,-0.11903717916080092,-0.3655220487572062
