start,dca_moic,dca_mdd,price_moic,price_mdd,price_coin,time_moic,time_mdd,time_coin
2021-06-01 00:00:00+00:00,0.9355092568525938,-0.5330175998781941,1.0042878998081182,-0.49539890621188765,0.3974353286635982,0.9522644560853839,-0.49364751450346867,0.2984531160226638
2021-09-01 00:00:00+00:00,0.9180783058902416,-0.49207908888876783,1.0169475387996472,-0.4534801056581653,0.5551821673760534,0.9656148700062311,-0.4488272687065391,0.49886671751168116
2021-12-01 00:00:00+00:00,1.404414466659857,-0.45058137128688125,1.384896437312147,-0.4046655051006973,0.5076514306904967,1.3371249987773568,-0.40513431149286405,0.5045443927567164
2022-03-01 00:00:00+00:00,2.2973316056238895,-0.4423628858980967,1.631083285515704,-0.4026992438649746,0.11320662458161647,1.5882637644317186,-0.4033923065218814,0.11290355341353289
2022-06-01 00:00:00+00:00,2.4683318325257217,-0.4423628858980967,1.66658718124333,-0.3818768566201006,0.048899244447801034,1.6265297352835333,-0.3818768566201006,0.04883960661377
2022-09-01 00:00:00+00:00,1.9630509202681785,-0.276990370569253,1.6071901988930153,-0.2446518584599181,0.5664584436436014,1.5221615972367588,-0.2446518584599181,0.17413208062893099
2022-12-01 00:00:00+00:00,2.7949871902302554,-0.2700922907934251,1.9888414869594107,-0.11860876827129496,0.2768799509933906,1.906664984560845,-0.12579464089321568,0.25394783084753375
2023-03-01 00:00:00+00:00,1.9849991617472187,-0.2630823558884059,1.7008457626311824,-0.1763859481815938,0.14911052189411156,1.6695589693429056,-0.17619515538359076,0.144353597179273
2023-06-01 00:00:00+00:00,2.121929459929234,-0.2567773071262688,1.9135284936570327,-0.12768658233199592,0.6776047933377587,1.864670121786361,-0.12498745874026806,0.6616554764130169
2023-09-01 00:00:00+00:00,1.8525303803961177,-0.24992021899049366,1.756291295137159,-0.12724970161532723,0.4830786895363459,1.7241452765387404,-0.1246583078494623,0.4758387004871193
2023-12-01 00:00:00+00:00,1.255389834145772,-0.329280901921448,1.397938100667485,-0.23223633084188167,1.0293509692765912,1.356377699165262,-0.22877626978774812,0.998751767924264
2024-03-01 00:00:00+00:00,0.8232343863604555,-0.41274077593596314,0.9421718075765922,-0.3214259212817485,1.0634221943180993,0.9305185801055398,-0.31944473411574914,1.050694962680381
2024-06-01 00:00:00+00:00,0.8927383364977125,-0.39251333483418194,0.97693997535115,-0.3005935388061398,0.9970344064966948,0.973298067159071,-0.2979413162725061,0.9930715281031971
