spacing,avg_n,final,invested,moic,irr_ann,max_dd
0.01,41.0,108577.12917929934,101000.0,1.0750210809831617,0.016967028862415523,-0.49635314182436996
0.02,20.0,133525.3419089837,101000.0,1.3220330882077596,0.0649655289963289,-0.48444845232385514
0.03,14.0,145049.45394030178,101000.0,1.4361332073297206,0.0840070038427061,-0.48461974911443795
0.05,8.0,156375.8025020837,101000.0,1.5482752722978586,0.1012368352294577,-0.4931288381878872
0.1,4.0,162694.1020655626,101000.0,1.6108326937184414,0.11029284631631597,-0.4855245768155342
