window,dca_moic,dca_mdd,dca_avg_cost,base_moic,base_mdd,base_btc_ratio,base_avg_cost,A_moic,A_mdd,A_btc_ratio,A_avg_cost,B_moic,B_mdd,B_btc_ratio,B_avg_cost
全期間 18/01-26/05,4.718503861278017,-0.7538288801609292,15613.930213049594,4.178490451192475,-0.7424773238345058,0.8772582387460056,19710.265611349685,4.175620809167871,-0.7418150213499408,0.8740495911943434,19516.185295000938,4.050878696695084,-0.7410370004946761,0.8494426157670001,19806.501606757625
19/01-20/12 回升牛,3.9380707471891347,-0.5844686649165715,7344.619194727453,2.8665796011431413,-0.5222056937387652,0.6526789100601386,9583.687199054031,2.8592722005179505,-0.49536283692100214,0.6482081272463931,9492.982791830747,2.7453838718841705,-0.5116712961544384,0.6104525840398488,9296.865651807706
21/01-22/12 頂部進場,0.5033599183500649,-0.5732533245640786,32863.95955844756,0.5948493060961404,-0.5040908425801295,0.8326403149673713,37857.429883553224,0.6007832662613344,-0.49248209917300056,0.8123768964197464,37575.57796994947,0.5980888804714712,-0.4991580958316507,0.8384856051025249,37221.89666170765
22/01-22/12 純熊市,0.6228733767146232,-0.4423628858980967,26558.20688187657,0.7734107893346392,-0.3492334867001835,0.7153250267861189,29253.215743404613,0.8058327562679233,-0.298014392394086,0.6985691743121938,27944.483590650107,0.7734107893346392,-0.3492334867001835,0.7153250267861189,29253.215743404613
23/01-24/12 復甦牛,2.5263569547961247,-0.267294274182279,37039.896449451466,2.012878450041448,-0.2275942829656622,0.7153052108321484,47102.47076693229,1.9918651919336134,-0.2249901914636554,0.708247564589995,47065.78040796958,1.8576326828931822,-0.20680744378122862,0.6255964811579594,47993.72261483098
24/06-26/05 近兩年,0.892733240988346,-0.39251333483418194,82526.76904742002,0.9580388215651425,-0.24425718055856738,0.8896540420306892,87655.4427589276,0.9421037008066176,-0.24570691163149538,0.8142412430967682,88475.94912676507,0.9762363915111971,-0.22845562547365572,0.89641342410825,86272.17763439742
