start,win_vol,dca_moic,dca_mdd,base_moic,base_mdd,base_btc_ratio,base_expo,A_moic,A_mdd,A_btc_ratio,A_expo,B_moic,B_mdd,B_btc_ratio,B_expo
2021-07-01 00:00:00+00:00,0.6137287577683919,1.0602079461418765,-0.5224529254433283,1.0479891042001752,-0.42962610958088376,0.7518601551033149,0.6459397282781594,1.0464669682614762,-0.40944580418090604,0.7488976849005756,0.6082966418153788,1.038541881717843,-0.423110935552927,0.6680475852939207,0.6209217322553076
2021-10-01 00:00:00+00:00,0.5773523186110288,0.9736716515380998,-0.4737776121883034,1.0071327819734945,-0.3670920995604816,0.765582174856504,0.630902721093125,1.0035652845319585,-0.34634020070130533,0.7476316633500277,0.6036962865130908,1.0122963000067262,-0.36635062951343866,0.7110382728216252,0.5949738826362058
2022-01-01 00:00:00+00:00,0.5518783050615969,1.5899054364540168,-0.4423628858980967,1.4969859913843462,-0.3492334867001835,0.7246015651153583,0.6663033495105921,1.5077716309988756,-0.298014392394086,0.7329813588365797,0.6199759119542847,1.4445399624628972,-0.3492334867001835,0.655365339072486,0.6376294677453894
2022-04-01 00:00:00+00:00,0.5434390244313985,2.65851244703788,-0.4423628858980967,2.2854692231764955,-0.31032905000861133,0.7538635761689858,0.6446810777454082,2.2758132499272326,-0.25046205551135514,0.7508742429747377,0.6135121396364478,2.1341251206403946,-0.3098512069840993,0.6563855405359469,0.5974714017623796
2022-07-01 00:00:00+00:00,0.4990864831305953,2.2505893736659455,-0.27023527124065205,1.9282608967394292,-0.1704311557313739,0.7643752333906205,0.647172905065768,1.8943970014779832,-0.16422348200389159,0.7491656460071087,0.6018630757098598,1.8216370394601658,-0.1704311557313739,0.6807208634444122,0.6005685144416295
2022-10-01 00:00:00+00:00,0.4893163569793274,2.0211717212969798,-0.27501899452707557,1.6338099226654486,-0.2396498573915129,0.7573224326742402,0.5585592949425844,1.6103219965885194,-0.23740567700412518,0.7473336847133155,0.546280410513441,1.5336279774978956,-0.22208493015438302,0.6622163783934268,0.4791965064740966
2023-01-01 00:00:00+00:00,0.4831378494423697,2.5263569547961247,-0.267294274182279,2.012878450041448,-0.2275942829656622,0.7153052108321484,0.5788163555829254,1.9918651919336134,-0.2249901914636554,0.708247564589995,0.5739407049188507,1.8576326828931822,-0.20680744378122862,0.6255964811579594,0.4862109211345154
2023-04-01 00:00:00+00:00,0.47707376130804824,1.8348836336170407,-0.260725926209186,1.4567498290277754,-0.2055445436070128,0.7255327184134446,0.502554138494297,1.4425398913318874,-0.20553823379881175,0.7154101981724441,0.5016582960124861,1.385403388479034,-0.19039093887547476,0.6463702711078659,0.42330464522591615
2023-07-01 00:00:00+00:00,0.4779285955962322,2.052478943334588,-0.2533814751260929,1.7160280365350573,-0.1945706600597059,0.7233062118738958,0.6265696494633056,1.6963357801476935,-0.1943610191781494,0.7158123511751777,0.6240370843089961,1.617363409663731,-0.1786753297572231,0.6182132479897812,0.5293011577672788
2023-10-01 00:00:00+00:00,0.4764628004745309,1.812676187496258,-0.24723059928970303,1.4868814629813623,-0.19059145075921746,0.5761109304423855,0.630755075259625,1.4845424462264427,-0.18649614470581533,0.5752912965871435,0.6306759804005383,1.4205598004652933,-0.16466502266171967,0.4832155477420752,0.514763143028573
2024-01-01 00:00:00+00:00,0.4752400880010045,1.161371458384922,-0.32765078224990063,1.141582245705512,-0.23803085863208284,0.8508824936861563,0.5744854187071202,1.1373022202110818,-0.23380332179849073,0.7826607506054617,0.5702264602587056,1.133378440923727,-0.217691718265008,0.8234108689207643,0.5071577378516382
2024-04-01 00:00:00+00:00,0.4731423433974851,0.8352911211213456,-0.4065990311041586,0.891224477398475,-0.26554027060614427,0.8817637669044004,0.5487311288894757,0.9062261319715998,-0.2410530417929302,0.8279054220063633,0.5355935346776385,0.8899103744092112,-0.25871674316481197,0.8701768058835491,0.4564659912075788
